Date,Adj Close,Close,High,Low,Open,Volume
2016-07-07,1.20033443,1.222249985,1.226500034,1.193750024,1.199249983,395400000.0
2020-01-29,,6.138500214,,6.098499775,6.18475008,
2021-12-29,29.95118713,30.00099945,30.54800034,29.36599922,30.27300072,343139000.0
2022-02-17,24.46630669,24.50699997,25.78499985,24.16500092,25.62999916,810595000.0
2023-03-01,22.68150139,22.69799995,23.25600052,22.50799942,23.19199944,460026000.0
2018-07-25,6.236413956,,6.309500217,6.168749809,6.227250099,319112000.0
2018-10-05,6.685508251,6.746500015,7.019999981,6.688499928,6.957250118,426636000.0
2021-08-20,20.77523422,20.81599998,20.86499977,19.93300056,19.99099922,675741000.0
2018-02-21,5.972489357,6.037749767,6.299250126,6.03399992,6.292250156,892292000.0
2021-08-23,21.91499329,21.95800018,21.99699974,,20.97100067,575807000.0
2017-02-07,2.934624672,2.978250027,3.023000002,2.94749999,2.967499971,746224000.0
2024-03-28,90.33462524,90.35600281,91.30000305,89.19300079,90.0,
2024-01-23,59.85603333,59.8730011,59.90999985,,59.56999969,294654000.0
2022-07-22,17.29684639,17.31900024,17.96699905,17.13699913,17.89299965,536671000.0
2018-11-20,3.693306684,3.726999998,3.85649991,3.332750082,3.351500034,1692032000.0
2017-06-16,3.743629694,3.790499926,3.867500067,3.756000042,3.819000006,924960000.0
2020-10-13,14.20798206,14.24825001,14.34850025,14.01875019,,344604000.0
2021-07-13,20.21033669,20.25,20.46125031,20.11400032,20.40049934,290708000.0
2019-10-08,4.409000397,4.430749893,4.515999794,4.412499905,4.515999794,444436000.0
2016-05-12,,0.88924998,0.912,0.873250008,0.907999992,670540000.0
2018-09-07,6.735058308,6.796500206,6.923250198,6.679749966,6.724999905,295420000.0
2016-09-21,1.595359802,1.621500015,1.624500036,1.581750035,,336212000.0
2020-04-07,,6.475749969,6.956250191,6.432499886,6.932499886,784520000.0
2023-04-06,27.02193642,27.03700066,27.07999992,26.42700005,26.58399963,397654000.0
2017-11-02,5.089315414,5.148499966,5.195250034,5.091249943,5.150000095,342308000.0
2018-12-27,3.252855778,3.279249907,3.309499979,3.129499912,3.274749994,637044000.0
2018-09-24,6.582448959,6.642499924,6.645999908,6.467000008,6.554999828,293912000.0
2025-02-13,135.2899933,135.2899933,136.5,131.1699982,131.5599976,197430000.0
2019-07-24,4.440177441,4.466499805,4.472249985,4.358500004,4.434999943,366236000.0
2023-09-13,45.46810913,45.48500061,45.93000031,44.50299835,44.59999847,398355000.0
2019-10-31,5.000830173,5.025499821,5.074999809,4.945250034,5.053999901,209732000.0
2023-01-17,17.6891346,17.70199966,17.72800064,16.89900017,16.89900017,511102000.0
2022-06-15,16.50585938,16.52700043,16.86800003,15.92599964,16.09499931,563936000.0
2017-09-05,4.100068092,4.147749901,4.21449995,4.089000225,4.209499836,695364000.0
2020-11-30,13.36362553,13.40149975,13.41250038,12.97224998,13.26500034,286952000.0
2021-06-02,16.74155426,16.77824974,16.91875076,16.23550034,16.25225067,594168000.0
2020-01-08,5.984411716,6.009500027,6.051000118,5.953750134,5.993999958,277108000.0
2019-07-12,4.165557861,4.19024992,4.261750221,4.184999943,4.184999943,506392000.0
2024-05-06,92.11820221,92.13999939,,89.05500031,89.38999939,376203000.0
2021-06-28,19.94585609,,20.07875061,19.31900024,19.36124992,495436000.0
2020-04-22,7.128146172,7.153749943,7.196750164,6.885000229,6.930749893,483356000.0
2023-01-20,17.82603645,17.8390007,17.8560009,16.82500076,17.01099968,564967000.0
2017-06-15,3.762147665,3.809250116,3.839999914,3.662499905,3.674000025,963824000.0
2016-04-05,0.875451267,0.893750012,0.90200001,0.88349998,0.887000024,
2023-10-19,42.08536911,42.10100174,43.29700089,41.88199997,42.81100082,501233000.0
2018-05-01,5.620613098,5.678500175,5.681250095,5.554999828,5.614250183,253788000.0
2019-11-25,5.503102303,5.530250072,5.535250187,5.388000011,5.401000023,506476000.0
2019-12-09,5.282104969,5.304249763,5.359250069,5.272500038,5.28125,211880000.0
2018-02-23,6.08557415,6.148250103,6.148250103,6.063000202,6.114250183,415300000.0
2024-04-10,87.01840973,87.03900146,87.40000153,83.70899963,83.9260025,431929000.0
2017-03-10,2.444784403,2.477999926,2.502249956,2.459500074,2.490250111,499740000.0
2024-08-20,,127.25,129.8800049,125.8899994,128.3999939,
2021-09-27,21.62138939,21.65999985,21.79899979,,21.70999908,245215000.0
